video_name,count_white,count_asian,count_black,count_middle_eastern,count_indian,count_hispanic,count_unknown,final
v_Rafting_g44_c01,5,20,3,5,4,3,10,asian
v_Rafting_g45_c01,0,31,14,0,0,3,2,asian
v_Rafting_g46_c01,8,22,3,0,0,8,9,asian
v_Rafting_g47_c01,4,9,3,2,16,12,4,indian
v_Rafting_g48_c01.,20,9,6,0,0,6,9,white
v_Rafting_g49_c01,0,0,2,8,2,9,29,unknown
v_Rafting_g50_c01,0,0,0,0,50,0,0,indian
v_Rafting_g51_c01,22,5,0,1,0,18,4,white
v_Rafting_g52_c01,19,6,5,0,0,11,9,white
v_Rafting_g53_c01,1,37,0,1,6,3,2,asian
v_Rafting_g54_c01.,5,9,4,0,29,2,1,indian
v_Rafting_g55_c01,0,0,0,0,50,0,0,indian
v_Rafting_g56_c01,2,14,0,7,24,2,1,indian
v_Rafting_g57_c01,3,13,11,1,2,6,14,asian
v_Rafting_g58_c01,0,1,0,0,45,0,4,indian
v_Rafting_g59_c01,1,6,16,0,0,3,24,black
v_Rafting_g60_c01,3,39,2,0,4,0,1,asian
v_Rafting_g61_c01,27,11,1,0,0,11,0,white
v_Rafting_g62_c01,0,2,4,0,39,4,1,indian
v_Rafting_g63_c01,32,1,2,0,0,10,5,white
v_Rafting_g64_c01,13,5,1,0,0,12,19,white
v_Rafting_g65_c01,11,11,2,4,0,8,14,white
v_Rafting_g66_c01,23,0,15,2,0,5,5,white
v_Rafting_g67_c01,7,10,24,0,6,0,3,black
v_Rafting_g68_c01,9,5,9,0,0,13,14,hispanic
v_Rafting_g69_c01,15,4,3,1,4,13,10,white
v_Rafting_g70_c01,2,1,8,0,0,11,28,unknown
v_Rafting_g71_c01,3,7,6,15,0,13,6,middle eastern
v_Rafting_g72_c01.,5,12,21,0,8,4,0,black
v_Rafting_g73_c01,9,9,1,0,0,23,8,hispanic
v_Rafting_g74_c01,10,4,12,0,0,0,24,black
v_Rafting_g75_c01,8,21,8,3,0,6,4,asian
v_Rafting_g76_c01,10,15,2,1,0,16,6,hispanic
v_Rafting_g77_c01,2,3,11,1,8,23,2,hispanic
v_Rafting_g78_c01,11,19,1,2,3,11,3,asian
v_Rafting_g79_c01,21,8,2,0,0,17,1,white
v_Rafting_g80_c01,11,13,12,0,0,10,4,asian
v_Rafting_g81_c01,0,0,0,0,50,0,0,indian
v_Rafting_g82_c01,38,6,1,0,0,0,5,white
v_Rafting_g83_c01,4,6,3,0,20,9,8,indian
v_Rafting_g84_c01,1,0,0,1,2,45,1,hispanic
v_Rafting_g85_c01,14,1,8,0,0,17,10,hispanic
v_Rafting_g86_c01,15,3,0,3,1,20,8,hispanic
v_Rafting_g87_c01,7,16,17,1,0,4,5,black
v_Rafting_g88_c01,23,4,1,0,0,20,2,white
v_Rafting_g89_c01,17,3,2,2,0,21,5,hispanic
v_Rafting_g90_c01,2,15,6,3,14,7,3,asian
v_Rafting_g91_c01,0,26,1,0,0,16,7,asian
v_Rafting_g92_c01,1,1,1,0,45,1,1,indian
v_Rafting_g93_c01,27,4,13,1,0,5,0,white
v_Rafting_g94_c01,24,0,0,4,0,6,16,white
v_Rafting_g95_c01,6,22,6,0,0,8,8,asian
v_Rafting_g96_c01,7,21,4,0,5,11,2,asian
v_Rafting_g97_c01.,17,13,5,0,1,2,12,white
v_Rafting_g98_c01,27,4,13,1,0,5,0,white
v_RockClimbingIndoor_g01_c01,0,43,0,3,0,0,4,asian
v_RockClimbingIndoor_g02_c01,0,49,1,0,0,0,0,asian
v_RockClimbingIndoor_g03_c01.,0,47,1,0,0,0,2,asian
v_RockClimbingIndoor_g04_c01,0,26,21,1,0,0,2,asian
v_RockClimbingIndoor_g05_c01,0,4,2,1,0,31,12,hispanic
v_RockClimbingIndoor_g06_c01.,0,49,0,1,0,0,0,asian
v_RockClimbingIndoor_g07_c01,1,20,0,13,0,0,16,asian
v_RockClimbingIndoor_g08_c01,0,18,0,15,0,1,16,asian
v_RockClimbingIndoor_g09_c01.,11,31,0,0,0,0,8,asian
v_RockClimbingIndoor_g10_c01,1,23,0,14,0,0,12,asian
v_RockClimbingIndoor_g11_c01,4,17,0,3,0,14,12,asian
v_RockClimbingIndoor_g12_c01.,0,21,3,0,0,0,26,unknown
v_RockClimbingIndoor_g13_c01,1,34,0,8,0,1,6,asian
v_RockClimbingIndoor_g14_c01,4,16,1,1,0,0,28,unknown
v_RockClimbingIndoor_g15_c01,13,3,11,20,0,0,3,middle eastern
v_RockClimbingIndoor_g16_c01,2,18,1,10,1,0,18,asian
v_RockClimbingIndoor_g17_c01,14,23,0,1,0,0,12,asian
v_RockClimbingIndoor_g18_c01,0,46,0,4,0,0,0,asian
v_RockClimbingIndoor_g19_c01,0,47,3,0,0,0,0,asian
v_RockClimbingIndoor_g20_c01.,0,49,0,0,0,0,0,asian
v_RockClimbingIndoor_g21_c01,4,4,3,19,3,16,1,middle eastern
v_RockClimbingIndoor_g22_c01.,32,2,3,2,0,5,6,white
v_RockClimbingIndoor_g23_c01,0,30,1,3,1,2,13,asian
v_RockClimbingIndoor_g24_c01,0,13,1,0,0,0,35,unknown
v_RockClimbingIndoor_g25_c01,0,35,7,0,0,0,8,asian
v_RockClimbingIndoor_g26_c01,0,39,5,2,0,0,4,asian
v_RockClimbingIndoor_g27_c01,0,38,0,0,0,7,5,asian
v_RockClimbingIndoor_g28_c01,0,47,0,3,0,0,0,asian
v_RockClimbingIndoor_g29_c01,1,26,0,8,0,4,11,asian
v_RockClimbingIndoor_g30_c01,0,38,0,1,0,0,11,asian
v_RockClimbingIndoor_g31_c01.,2,46,0,1,0,0,1,asian
v_RockClimbingIndoor_g32_c01.,11,18,6,7,0,1,7,asian
v_RockClimbingIndoor_g33_c01,3,34,1,2,0,3,7,asian
v_RockClimbingIndoor_g34_c01,4,12,0,0,0,2,32,unknown
v_RockClimbingIndoor_g35_c01,9,20,0,3,0,0,18,asian
v_RockClimbingIndoor_g36_c01,0,49,0,0,0,0,1,asian
v_RockClimbingIndoor_g37_c01,3,6,3,4,8,5,21,indian
v_RockClimbingIndoor_g38_c01,3,14,1,5,2,6,19,asian
v_RockClimbingIndoor_g39_c01.,0,50,0,0,0,0,0,asian
v_RockClimbingIndoor_g40_c01,12,13,1,16,0,1,7,middle eastern
v_RockClimbingIndoor_g41_c01,13,7,1,3,0,0,26,unknown
v_RockClimbingIndoor_g42_c01.,1,33,1,4,0,11,0,asian
v_RockClimbingIndoor_g43_c01,0,25,16,0,1,3,5,asian
v_RockClimbingIndoor_g44_c01.,16,1,0,22,0,4,7,middle eastern
v_RockClimbingIndoor_g45_c01,0,44,0,0,0,0,6,asian
v_RockClimbingIndoor_g46_c01,3,29,1,11,0,0,6,asian
v_RockClimbingIndoor_g47_c01,1,23,17,5,0,0,4,asian
v_RockClimbingIndoor_g48_c01,5,13,5,10,2,1,14,asian
v_RockClimbingIndoor_g49_c01,1,17,5,2,0,13,12,asian
v_RockClimbingIndoor_g50_c01.,3,17,11,2,0,4,13,asian
v_RockClimbingIndoor_g51_c01,0,32,0,0,0,0,17,asian
v_RockClimbingIndoor_g52_c01,2,12,4,19,0,6,7,middle eastern
v_RockClimbingIndoor_g53_c01,0,45,0,1,0,0,4,asian
v_RopeClimbing_g01_c01,5,12,3,18,1,0,11,middle eastern
v_RopeClimbing_g02_c01.,0,26,8,5,0,0,11,asian
v_RopeClimbing_g03_c01,0,33,0,9,1,0,7,asian
v_RopeClimbing_g04_c01.,0,6,0,6,24,13,1,indian
v_RopeClimbing_g05_c01.,0,34,0,4,0,4,8,asian
v_RopeClimbing_g06_c01.,13,6,0,0,0,11,20,white
v_RopeClimbing_g07_c01,19,22,0,1,0,4,4,asian
v_RopeClimbing_g08_c01,13,3,3,6,0,6,19,white
v_RopeClimbing_g09_c01,13,9,6,5,0,10,7,white
v_RopeClimbing_g10_c01,5,31,0,3,0,1,10,asian
v_RopeClimbing_g11_c01.,8,16,1,1,0,24,0,hispanic
v_RopeClimbing_g12_c01.,0,41,1,0,0,0,8,asian
v_RopeClimbing_g13_c01,0,1,6,11,0,1,31,unknown
v_RopeClimbing_g14_c01,26,3,3,8,0,7,3,white
v_RopeClimbing_g15_c01.,29,3,6,2,0,5,5,white
v_RopeClimbing_g16_c01.,0,48,0,0,0,1,1,asian
v_RopeClimbing_g17_c01,13,2,2,0,0,2,31,unknown
v_RopeClimbing_g18_c01,3,18,0,12,0,2,15,asian
v_RopeClimbing_g19_c01.,0,0,6,13,1,0,30,unknown
v_RopeClimbing_g20_c01,18,2,1,18,0,6,5,white
v_RopeClimbing_g21_c01.,9,27,0,1,0,6,7,asian
v_RopeClimbing_g22_c01.,8,12,1,0,23,2,4,indian
v_RopeClimbing_g23_c01,25,17,0,0,8,0,0,white
v_RopeClimbing_g24_c01,3,4,5,10,2,8,18,middle eastern
v_RopeClimbing_g25_c01.,8,9,0,1,3,4,25,unknown
v_RopeClimbing_g26_c01,1,10,8,3,1,10,17,asian
v_RopeClimbing_g27_c01,2,29,2,1,0,2,14,asian
v_RopeClimbing_g28_c01.,0,16,1,1,0,1,31,unknown
v_RopeClimbing_g29_c01,0,50,0,0,0,0,0,asian
v_RopeClimbing_g30_c01,25,8,5,1,0,11,0,white
v_RopeClimbing_g31_c01.,15,18,0,1,4,4,8,asian
v_RopeClimbing_g32_c01,0,42,0,3,0,1,4,asian
v_RopeClimbing_g33_c01.,7,3,3,3,3,16,15,hispanic
v_RopeClimbing_g34_c01,0,49,0,0,0,0,1,asian
v_RopeClimbing_g35_c01.,0,50,0,0,0,0,0,asian
v_RopeClimbing_g36_c01,17,13,2,2,0,6,10,white
v_RopeClimbing_g37_c01.,1,9,2,2,1,5,30,unknown
v_RopeClimbing_g38_c01,0,6,0,16,27,0,1,indian
v_RopeClimbing_g39_c01.,1,16,4,1,14,1,13,asian
v_RopeClimbing_g40_c01,3,14,1,5,2,6,19,asian
v_RopeClimbing_g41_c01,0,8,0,1,0,1,40,unknown
v_RopeClimbing_g42_c01,1,5,7,3,0,21,13,hispanic
v_RopeClimbing_g43_c01,34,5,2,1,0,5,3,white
v_RopeClimbing_g44_c01,1,11,2,5,29,2,0,indian
v_RopeClimbing_g45_c01,0,7,10,4,2,11,16,hispanic
v_RopeClimbing_g46_c01,0,38,0,0,10,0,2,asian
v_RopeClimbing_g47_c01,20,5,8,4,1,5,7,white
v_RopeClimbing_g48_c01,0,7,0,27,13,2,1,middle eastern
v_RopeClimbing_g49_c01,2,19,2,13,0,3,11,asian
v_RopeClimbing_g50_c01,4,15,7,6,3,2,13,asian
v_RopeClimbing_g51_c01.,0,18,1,0,13,2,16,asian
v_RopeClimbing_g52_c01,1,16,1,0,0,5,27,unknown
v_RopeClimbing_g53_c01,0,0,7,0,0,29,14,hispanic
v_RopeClimbing_g54_c01,4,0,6,0,38,1,1,indian
v_RopeClimbing_g55_c01,37,2,2,2,0,6,1,white
v_RopeClimbing_g56_c01,0,14,8,0,18,3,7,indian
v_RopeClimbing_g57_c01.,11,8,0,5,6,0,20,white
v_RopeClimbing_g58_c01,1,7,1,1,28,4,8,indian
v_RopeClimbing_g59_c01,0,9,1,10,20,5,5,indian
v_RopeClimbing_g60_c01,1,9,0,11,17,8,4,indian
v_RopeClimbing_g61_c01,39,0,2,1,0,5,3,white
v_RopeClimbing_g62_c01,4,1,41,1,0,3,0,black
v_RopeClimbing_g63_c01,0,14,1,1,1,11,22,asian
v_RopeClimbing_g64_c01.,0,2,0,38,0,6,4,middle eastern
v_RopeClimbing_g65_c01.,13,8,5,2,0,14,8,hispanic
v_RopeClimbing_g66_c01.,35,3,5,0,0,3,4,white
v_RopeClimbing_g67_c01,5,24,2,4,0,0,15,asian
v_RopeClimbing_g68_c01,4,28,1,3,0,3,11,asian
v_RopeClimbing_g69_c01,0,21,0,3,0,0,26,unknown
v_RopeClimbing_g70_c01,0,7,0,0,37,1,5,indian
v_RopeClimbing_g71_c01,2,3,5,2,0,3,35,unknown
v_RopeClimbing_g72_c01,0,6,8,31,0,1,4,middle eastern
v_RopeClimbing_g73_c01,0,7,16,0,0,4,23,black
v_RopeClimbing_g74_c01,1,14,12,1,4,8,10,asian
v_RopeClimbing_g75_c01,2,5,15,14,0,3,11,black
v_RopeClimbing_g76_c01,0,5,2,0,14,0,29,unknown
v_RopeClimbing_g77_c01,7,2,1,5,1,1,33,unknown
v_RopeClimbing_g78_c01,6,21,1,9,1,1,11,asian
v_RopeClimbing_g79_c01,2,18,9,2,4,0,15,asian
v_Rowing_g01_c01.,36,8,2,3,0,0,1,white
v_Rowing_g02_c01,3,23,1,0,0,2,21,asian
v_Rowing_g03_c01,25,5,6,7,0,5,2,white
v_Rowing_g04_c01,22,2,12,1,0,12,1,white
v_Rowing_g05_c01,12,1,0,0,0,2,35,unknown
v_Rowing_g06_c01.,36,6,0,0,0,1,7,white
v_Rowing_g07_c01,29,13,2,0,0,4,2,white
v_Rowing_g08_c01.,38,3,0,0,0,9,0,white
v_Rowing_g09_c01,42,4,1,0,0,3,0,white
v_Rowing_g10_c01,0,4,24,0,0,0,22,black
v_Rowing_g11_c01.,43,3,0,0,0,1,3,white
v_Rowing_g12_c01,8,34,2,1,0,2,3,asian
v_Rowing_g13_c01,0,0,0,0,50,0,0,indian
v_Rowing_g14_c01,22,6,6,0,0,5,11,white
v_Rowing_g15_c01,14,7,10,0,0,3,16,white
v_Rowing_g16_c01,5,17,11,8,2,5,2,asian
v_Rowing_g17_c01,3,0,0,0,0,0,47,unknown
v_Rowing_g18_c01,22,0,0,21,0,7,0,white
v_Rowing_g19_c01,0,27,1,0,14,8,0,asian
v_Rowing_g20_c01,0,2,0,0,1,46,1,hispanic
v_Rowing_g21_c01,11,12,2,1,0,17,7,hispanic
v_Rowing_g22_c01.,0,50,0,0,0,0,0,asian
v_Rowing_g23_c01,18,1,10,0,0,7,14,white
v_Rowing_g24_c01.,0,0,19,2,4,10,15,black
v_Rowing_g25_c01,3,1,1,3,33,9,0,indian
v_Rowing_g26_c01.,49,0,1,0,0,0,0,white
v_Rowing_g27_c01,25,24,1,0,0,0,0,white
v_Rowing_g28_c01,0,0,6,0,0,0,44,unknown
v_Rowing_g29_c01.,28,14,1,1,0,3,3,white
v_Rowing_g30_c01,0,1,0,0,49,0,0,indian
v_Rowing_g31_c01,4,23,13,0,1,6,3,asian
v_Rowing_g32_c01,8,2,5,0,0,0,35,unknown
v_Rowing_g33_c01,5,4,25,1,0,12,3,black
v_Rowing_g34_c01,3,32,2,1,1,2,9,asian
v_Rowing_g35_c01,30,2,5,0,0,4,9,white
v_Rowing_g36_c01.,33,1,1,2,0,13,0,white
v_Rowing_g37_c01.,1,4,4,2,34,1,4,indian
v_Rowing_g38_c01,21,13,1,0,2,8,5,white
v_Rowing_g39_c01,32,3,4,1,0,1,9,white
v_Rowing_g40_c01,6,2,1,2,0,32,7,hispanic
v_Rowing_g41_c01,31,2,13,0,0,4,0,white
v_Rowing_g42_c01,17,25,1,0,0,0,7,asian
v_Rowing_g43_c01,44,0,4,0,0,1,1,white
v_Rowing_g44_c01,1,3,1,0,0,27,18,hispanic
v_Rowing_g45_c01,0,30,10,0,3,1,6,asian
v_Rowing_g46_c01,17,8,13,0,0,3,9,white
v_Rowing_g47_c01,0,2,0,0,48,0,0,indian
v_Rowing_g48_c01,24,11,4,0,0,9,2,white
v_Rowing_g49_c01,15,9,22,0,0,3,1,black
v_Rowing_g50_c01,10,9,22,0,0,0,9,black
v_Rowing_g51_c01,1,29,1,0,10,8,1,asian
v_Rowing_g52_c01.,1,8,2,3,17,3,15,indian
v_Rowing_g53_c01,31,7,5,1,0,0,6,white
v_Rowing_g54_c01,3,0,2,0,0,43,2,hispanic
v_Rowing_g55_c01,16,3,2,2,0,0,27,unknown
v_Rowing_g56_c01,10,3,3,0,0,13,21,hispanic
v_Rowing_g57_c01.,0,0,2,0,0,1,47,unknown
v_Rowing_g58_c01,2,14,1,2,0,24,7,hispanic
v_Rowing_g59_c01,4,2,2,0,0,40,2,hispanic
v_Rowing_g60_c01,3,47,0,0,0,0,0,asian
v_Rowing_g61_c01,31,7,1,1,1,2,7,white
v_Rowing_g62_c01,7,6,6,1,2,1,27,unknown
v_Rowing_g63_c01,48,1,0,0,0,0,1,white
v_Rowing_g64_c01,24,1,2,0,0,17,6,white
v_Rowing_g65_c01,29,0,0,0,0,6,15,white
v_Rowing_g66_c01.,18,4,1,0,0,20,7,hispanic
v_Rowing_g67_c01,12,4,28,0,0,4,2,black
v_Rowing_g68_c01,15,32,0,0,0,3,0,asian
v_Rowing_g69_c01,3,31,4,1,2,9,0,asian
v_Rowing_g70_c01.,28,11,1,0,0,3,7,white
v_Rowing_g71_c01,17,3,2,1,0,3,24,white
v_Rowing_g72_c01,0,4,3,0,0,1,42,unknown
v_Rowing_g73_c01,37,3,2,1,0,5,2,white
v_Rowing_g74_c01,13,11,1,0,0,1,24,white
v_Rowing_g75_c01,12,32,4,0,0,0,2,asian
v_Rowing_g76_c01.,33,1,1,0,0,13,2,white
v_Rowing_g77_c01.,32,8,1,0,0,3,6,white
v_Rowing_g78_c01,0,3,38,0,0,9,0,black
v_Rowing_g79_c01,28,4,5,0,0,1,12,white
v_Rowing_g80_c01,15,0,2,10,0,4,19,white
v_Rowing_g81_c01,31,3,0,0,0,2,14,white
v_Rowing_g82_c01,8,5,6,0,1,1,29,unknown
v_Rowing_g83_c01,0,2,1,2,41,4,0,indian
v_Rowing_g84_c01,5,12,6,1,0,0,26,unknown
v_Rowing_g85_c01,10,1,7,0,0,1,31,unknown
v_Rowing_g86_c01,15,5,8,0,0,4,18,white
v_Rowing_g87_c01,0,0,49,0,0,1,0,black
v_Rowing_g88_c01,14,0,33,0,0,1,2,black
v_Rowing_g89_c01,20,0,2,4,0,3,21,white
v_Rowing_g90_c01,19,9,8,0,0,10,4,white
v_Rowing_g91_c01,18,12,10,5,0,4,1,white
v_Rowing_g92_c01,3,7,1,1,0,38,0,hispanic
v_Rowing_g93_c01.,5,4,4,4,0,25,8,hispanic
v_SalsaSpin_g01_c01,2,9,0,0,38,1,0,indian
v_SalsaSpin_g02_c01,0,6,19,7,1,10,7,black
v_SalsaSpin_g03_c01.,0,46,0,0,0,1,3,asian
v_SalsaSpin_g04_c01,43,0,2,5,0,0,0,white
v_SalsaSpin_g05_c01,2,0,9,18,0,21,0,hispanic
v_SalsaSpin_g06_c01,13,8,0,0,0,24,5,hispanic
v_SalsaSpin_g07_c01,18,0,1,0,0,2,29,unknown
v_SalsaSpin_g08_c01,2,14,1,0,0,11,22,asian
v_SalsaSpin_g09_c01,24,0,2,1,0,22,1,white
v_SalsaSpin_g10_c01,0,2,1,0,0,42,5,hispanic
v_SalsaSpin_g11_c01,49,0,1,0,0,0,0,white
v_SalsaSpin_g12_c01.,0,0,42,0,0,8,0,black
v_SalsaSpin_g13_c01,3,2,30,0,0,15,0,black
v_SalsaSpin_g14_c01,0,0,7,0,0,22,21,hispanic
v_SalsaSpin_g15_c01,3,0,44,0,0,1,2,black
v_SalsaSpin_g16_c01,1,16,28,0,0,5,0,black
v_SalsaSpin_g17_c01,11,8,8,1,0,17,5,hispanic
v_SalsaSpin_g18_c01,8,0,3,1,0,36,2,hispanic
v_SalsaSpin_g19_c01,11,14,9,4,1,7,4,asian
v_SalsaSpin_g20_c01,22,14,7,0,0,7,0,white
v_SalsaSpin_g21_c01,9,14,7,0,0,20,0,hispanic
v_SalsaSpin_g22_c01,3,5,2,3,0,26,11,hispanic
v_ShavingBeard_g01_c01.,26,0,0,14,0,4,6,white
v_ShavingBeard_g02_c01.,0,0,50,0,0,0,0,black
v_ShavingBeard_g03_c01,38,0,2,9,0,1,0,white
v_ShavingBeard_g04_c01.,1,0,47,1,0,0,1,black
v_ShavingBeard_g05_c01.,0,0,0,50,0,0,0,middle eastern
v_ShavingBeard_g06_c01.,0,0,0,0,47,2,1,indian
v_ShavingBeard_g07_c01,38,9,0,1,0,1,1,white
v_ShavingBeard_g08_c01,0,0,3,6,28,13,0,indian
v_ShavingBeard_g09_c01,4,8,0,0,0,35,3,hispanic
v_ShavingBeard_g10_c01,1,0,0,4,32,13,0,indian
v_ShavingBeard_g11_c01.,34,0,1,4,0,1,10,white
v_ShavingBeard_g12_c01.,0,3,3,2,41,0,0,indian
v_ShavingBeard_g13_c01,1,0,31,12,0,3,3,black
v_ShavingBeard_g14_c01,9,2,24,0,0,7,8,black
v_ShavingBeard_g15_c01,2,0,40,0,1,7,0,black
v_ShavingBeard_g16_c01,0,20,0,0,2,26,2,hispanic
v_ShavingBeard_g17_c01,31,3,2,0,0,8,6,white
v_ShavingBeard_g18_c01.,0,7,1,16,22,0,4,indian
v_ShavingBeard_g19_c01,7,10,1,0,21,1,10,indian
v_ShavingBeard_g20_c01,2,0,0,8,10,26,4,hispanic
v_ShavingBeard_g21_c01.,25,8,2,0,0,14,1,white
v_ShavingBeard_g22_c01.,43,0,0,5,0,0,2,white
v_ShavingBeard_g23_c01,34,1,0,4,1,1,9,white
v_ShavingBeard_g24_c01,0,0,0,6,32,12,0,indian
v_ShavingBeard_g25_c01,44,0,0,5,0,1,0,white
v_ShavingBeard_g26_c01,0,1,0,16,19,13,1,indian
v_ShavingBeard_g27_c01.,16,1,7,7,3,3,13,white
v_ShavingBeard_g28_c01.,0,8,5,2,3,29,3,hispanic
v_ShavingBeard_g29_c01,0,0,1,37,0,8,4,middle eastern
v_ShavingBeard_g30_c01.,6,0,3,24,1,15,1,middle eastern
v_ShavingBeard_g31_c01,0,9,2,4,0,28,7,hispanic
v_ShavingBeard_g32_c01.,5,3,0,11,1,14,16,hispanic
v_ShavingBeard_g33_c01,28,2,3,5,0,10,2,white
v_ShavingBeard_g34_c01.,0,50,0,0,0,0,0,asian
v_ShavingBeard_g35_c01.,0,4,0,1,43,2,0,indian
v_Shotput_g01_c01,9,1,4,21,0,0,15,middle eastern
v_Shotput_g02_c01,25,0,10,2,0,7,6,white
v_Shotput_g03_c01,4,0,36,1,0,8,1,black
v_Shotput_g04_c01.,3,0,5,2,0,36,4,hispanic
v_Shotput_g05_c01,0,7,2,1,38,0,2,indian
v_Shotput_g06_c01,0,0,0,0,50,0,0,indian
v_Shotput_g07_c01,0,1,38,0,0,5,6,black
v_Shotput_g08_c01,16,10,7,3,0,11,3,white
v_Shotput_g09_c01,5,2,40,0,0,2,1,black
v_Shotput_g10_c01,23,2,0,0,0,8,17,white
v_Shotput_g11_c01,1,30,4,0,7,8,0,asian
v_Shotput_g12_c01,1,39,2,0,7,1,0,asian
v_Shotput_g13_c01,0,27,17,1,0,4,1,asian
v_Shotput_g14_c01,0,25,16,0,3,6,0,asian
v_Shotput_g15_c01,1,5,16,3,17,4,4,indian
v_Shotput_g16_c01,9,16,14,0,0,3,8,asian
v_Shotput_g17_c01,5,5,33,0,0,0,7,black
v_Shotput_g18_c01,6,19,3,1,0,21,0,hispanic
v_Shotput_g19_c01,3,18,8,1,2,13,5,asian
v_Shotput_g20_c01,40,4,0,0,0,0,6,white
v_Shotput_g21_c01,2,0,40,0,0,5,3,black
v_Shotput_g22_c01,37,3,0,1,0,2,7,white
v_Shotput_g23_c01.,13,26,0,0,1,10,0,asian
v_Shotput_g24_c01,31,1,1,1,0,11,5,white
v_Shotput_g25_c01,0,11,8,0,21,10,0,indian
v_Shotput_g26_c01,46,2,0,0,0,0,2,white
v_Shotput_g27_c01.,29,1,0,0,0,16,4,white
v_Shotput_g28_c01,13,10,4,4,0,18,1,hispanic
v_Shotput_g29_c01,1,2,1,1,45,0,0,indian
v_Shotput_g30_c01,4,2,4,0,0,19,21,hispanic
v_Shotput_g31_c01,49,0,0,0,0,1,0,white
v_Shotput_g32_c01,50,0,0,0,0,0,0,white
v_Shotput_g33_c01,3,3,39,1,0,3,1,black
v_Shotput_g34_c01.,6,6,2,2,27,2,5,indian
v_Shotput_g35_c01.,7,0,0,0,0,43,0,hispanic
v_Shotput_g36_c01,7,1,13,0,0,27,2,hispanic
v_Shotput_g37_c01,22,0,27,0,0,0,1,black
v_Shotput_g38_c01,0,0,0,50,0,0,0,middle eastern
v_Shotput_g39_c01,43,1,0,1,0,5,0,white
v_Shotput_g40_c01,22,0,13,0,2,6,7,white
v_Shotput_g41_c01,2,30,9,4,0,4,1,asian
v_Shotput_g42_c01,48,1,1,0,0,0,0,white
v_Shotput_g43_c01.,4,2,15,0,0,24,5,hispanic
v_Shotput_g44_c01.,2,5,13,4,22,2,2,indian
v_Shotput_g45_c01,0,0,50,0,0,0,0,black
v_Shotput_g46_c01,0,11,14,7,16,1,1,indian
v_Shotput_g47_c01,14,0,4,21,10,0,1,middle eastern
v_Shotput_g48_c01,30,1,0,0,0,13,6,white
v_Shotput_g49_c01,14,1,1,27,6,1,0,middle eastern
v_Shotput_g50_c01,6,1,17,9,1,13,3,black
v_Shotput_g51_c01,2,7,33,0,7,0,1,black
v_Shotput_g52_c01,31,3,9,0,0,2,5,white
v_Shotput_g53_c01,0,0,0,0,50,0,0,indian
v_Shotput_g54_c01,4,1,34,5,2,0,4,black
v_Shotput_g55_c01,5,1,39,2,0,0,3,black
v_Shotput_g56_c01,1,2,44,0,2,0,1,black
v_Shotput_g57_c01,1,0,3,4,41,1,0,indian
v_Shotput_g58_c01,47,0,1,0,0,2,0,white
v_Shotput_g59_c01.,32,1,11,1,0,2,3,white
v_Shotput_g60_c01,29,6,9,0,0,1,5,white
v_Shotput_g61_c01,13,3,12,0,0,8,14,white
v_Shotput_g62_c01,12,5,5,0,0,25,3,hispanic
v_Shotput_g63_c01,15,5,18,2,0,6,4,black
v_Shotput_g64_c01,4,6,14,1,0,14,11,black
v_Shotput_g65_c01.,42,0,5,0,0,0,3,white
v_Shotput_g66_c01,9,0,16,1,4,1,19,black
v_Shotput_g67_c01.,28,2,5,8,0,7,0,white
v_Shotput_g68_c01,0,0,31,5,8,5,1,black
v_Shotput_g69_c01,17,7,7,4,0,11,4,white
v_Shotput_g70_c01,0,12,10,0,24,1,3,indian
v_Shotput_g71_c01,10,2,4,4,2,24,4,hispanic
v_Shotput_g72_c01,33,8,2,1,0,4,2,white
v_Shotput_g73_c01,7,2,11,0,1,28,1,hispanic
v_Shotput_g74_c01,2,1,33,2,10,1,1,black
v_Shotput_g75_c01,9,1,36,1,2,1,0,black
v_Shotput_g76_c01,9,0,6,2,0,0,33,unknown
v_Shotput_g77_c01,0,0,0,0,0,0,50,unknown
v_Shotput_g78_c01,11,0,19,5,0,13,2,black
v_Shotput_g79_c01,11,10,10,0,0,17,2,hispanic
v_Shotput_g80_c01,13,2,5,16,0,9,5,middle eastern
v_Shotput_g81_c01,6,2,38,0,0,4,0,black
v_Shotput_g82_c01.,1,2,7,3,0,2,35,unknown
v_Shotput_g83_c01,34,0,0,0,0,16,0,white
v_Shotput_g84_c01,33,1,11,1,0,4,0,white
v_Shotput_g85_c01,17,5,25,0,0,0,3,black
v_Shotput_g86_c01,16,2,7,6,0,6,13,white
v_Shotput_g87_c01,3,9,13,4,4,14,3,hispanic
v_Shotput_g88_c01,0,14,11,1,14,6,4,asian
v_Shotput_g89_c01,15,15,4,3,2,4,7,white
v_Shotput_g90_c01,7,5,6,26,3,2,1,middle eastern
v_Shotput_g91_c01,0,2,18,4,14,7,5,black
v_Shotput_g92_c01,8,3,21,0,0,4,14,black
v_Shotput_g93_c01,11,8,7,0,0,6,18,white
v_Shotput_g94_c01,0,0,0,0,50,0,0,indian
v_SkateBoarding_g01_c01.,27,13,4,4,0,2,0,white
v_SkateBoarding_g02_c01.,26,12,7,3,0,2,0,white
v_SkateBoarding_g03_c01,1,13,21,0,0,3,12,black
v_SkateBoarding_g04_c01,1,14,2,6,4,13,10,asian
v_SkateBoarding_g05_c01,4,3,1,0,0,12,30,unknown
