video_name,thin_and_tall_count,thin_and_short_count,wide_and_tall_count,wide_and_short_count,final,category
v_LongJump_g06_c04,1,2,2,0,thin_and_short,LongJump
v_LongJump_g07_c02,0,1,4,0,wide_and_tall,LongJump
v_LongJump_g07_c03,1,2,1,1,thin_and_short,LongJump
v_LongJump_g07_c05,1,1,3,0,wide_and_tall,LongJump
v_LongJump_g08_c04,0,1,0,4,wide_and_short,LongJump
v_LongJump_g08_c05,0,1,0,4,wide_and_short,LongJump
v_LongJump_g08_c06,0,2,0,3,wide_and_short,LongJump
v_LongJump_g09_c03,0,2,1,2,thin_and_short,LongJump
v_LongJump_g09_c06,3,1,0,1,thin_and_tall,LongJump
v_LongJump_g10_c02,0,2,0,3,wide_and_short,LongJump
v_LongJump_g10_c07,0,2,0,3,wide_and_short,LongJump
v_LongJump_g11_c03,0,3,0,2,thin_and_short,LongJump
v_LongJump_g13_c01,0,0,3,2,wide_and_tall,LongJump
v_LongJump_g15_c02,0,0,3,2,wide_and_tall,LongJump
v_LongJump_g16_c04,0,1,1,3,wide_and_short,LongJump
v_LongJump_g17_c02,0,3,0,2,thin_and_short,LongJump
v_LongJump_g18_c01,0,2,0,3,wide_and_short,LongJump
v_LongJump_g20_c01,0,1,2,2,wide_and_tall,LongJump
v_LongJump_g20_c02,1,0,2,2,wide_and_tall,LongJump
v_LongJump_g21_c04,0,4,0,1,thin_and_short,LongJump
v_LongJump_g22_c01,0,0,3,2,wide_and_tall,LongJump
v_LongJump_g22_c02,0,0,3,2,wide_and_tall,LongJump
v_Lunges_g01_c01,0,3,2,0,thin_and_short,Lunges
v_Lunges_g01_c02,0,2,1,2,thin_and_short,Lunges
v_Lunges_g01_c05,0,0,2,3,wide_and_short,Lunges
v_Lunges_g05_c03,0,2,0,3,wide_and_short,Lunges
v_Lunges_g06_c05,2,2,0,1,thin_and_tall,Lunges
v_Lunges_g09_c02,0,0,4,1,wide_and_tall,Lunges
v_Lunges_g09_c04,0,0,3,2,wide_and_tall,Lunges
v_Lunges_g10_c05,0,0,3,2,wide_and_tall,Lunges
v_Lunges_g11_c01,0,2,0,3,wide_and_short,Lunges
v_Lunges_g11_c04,0,2,0,3,wide_and_short,Lunges
v_Lunges_g12_c04,0,1,0,4,wide_and_short,Lunges
v_Lunges_g13_c03,0,1,0,4,wide_and_short,Lunges
v_Lunges_g14_c02,3,0,1,1,thin_and_tall,Lunges
v_Lunges_g14_c05,0,0,1,4,wide_and_short,Lunges
v_Lunges_g14_c06,0,0,1,4,wide_and_short,Lunges
v_Lunges_g14_c07,1,0,1,3,wide_and_short,Lunges
v_Lunges_g15_c02,0,3,2,0,thin_and_short,Lunges
v_Lunges_g15_c03,0,0,3,2,wide_and_tall,Lunges
v_Lunges_g21_c02,0,1,2,2,wide_and_tall,Lunges
v_Lunges_g21_c03,1,1,0,3,wide_and_short,Lunges
v_Lunges_g21_c04,0,0,2,3,wide_and_short,Lunges
v_Lunges_g23_c03,0,1,1,3,wide_and_short,Lunges
v_Lunges_g24_c02,0,0,3,2,wide_and_tall,Lunges
v_Lunges_g25_c03,0,0,0,5,wide_and_short,Lunges
v_Lunges_g25_c04,0,2,0,3,wide_and_short,Lunges
v_MilitaryParade_g02_c03,0,2,0,3,wide_and_short,MilitaryParade
v_MilitaryParade_g03_c01,0,0,0,5,wide_and_short,MilitaryParade
v_MilitaryParade_g05_c02,0,0,0,5,wide_and_short,MilitaryParade
v_MilitaryParade_g05_c03,0,1,0,4,wide_and_short,MilitaryParade
v_MilitaryParade_g06_c01,4,1,0,0,thin_and_tall,MilitaryParade
v_MilitaryParade_g06_c03,2,3,0,0,thin_and_short,MilitaryParade
v_MilitaryParade_g09_c02,0,1,0,4,wide_and_short,MilitaryParade
v_MilitaryParade_g12_c04,0,0,0,5,wide_and_short,MilitaryParade
v_MilitaryParade_g12_c05,0,0,0,5,wide_and_short,MilitaryParade
v_MilitaryParade_g13_c03,0,0,0,5,wide_and_short,MilitaryParade
v_MilitaryParade_g15_c02,0,2,0,3,wide_and_short,MilitaryParade
v_MilitaryParade_g15_c04,0,2,0,3,wide_and_short,MilitaryParade
v_MilitaryParade_g15_c06,0,2,0,3,wide_and_short,MilitaryParade
v_MilitaryParade_g16_c02,3,2,0,0,thin_and_tall,MilitaryParade
v_MilitaryParade_g18_c06,0,2,0,3,wide_and_short,MilitaryParade
v_MilitaryParade_g19_c02,0,0,0,5,wide_and_short,MilitaryParade
v_MilitaryParade_g19_c06,0,2,0,3,wide_and_short,MilitaryParade
v_MilitaryParade_g20_c01,3,1,1,0,thin_and_tall,MilitaryParade
v_MilitaryParade_g20_c02,3,1,0,1,thin_and_tall,MilitaryParade
v_MilitaryParade_g21_c01,0,0,1,4,wide_and_short,MilitaryParade
v_MilitaryParade_g22_c04,2,0,2,1,thin_and_tall,MilitaryParade
v_MilitaryParade_g23_c02,1,0,3,1,wide_and_tall,MilitaryParade
v_MilitaryParade_g24_c04,2,2,0,1,thin_and_tall,MilitaryParade
v_Mixing_g01_c03,2,3,0,0,thin_and_short,Mixing
v_Mixing_g01_c06,2,3,0,0,thin_and_short,Mixing
v_Mixing_g03_c02,1,4,0,0,thin_and_short,Mixing
v_Mixing_g06_c01,0,3,0,2,thin_and_short,Mixing
v_Mixing_g06_c02,3,2,0,0,thin_and_tall,Mixing
v_Mixing_g06_c05,0,4,0,1,thin_and_short,Mixing
v_Mixing_g08_c04,2,3,0,0,thin_and_short,Mixing
v_Mixing_g09_c01,5,0,0,0,thin_and_tall,Mixing
v_Mixing_g09_c04,4,1,0,0,thin_and_tall,Mixing
v_Mixing_g11_c01,4,1,0,0,thin_and_tall,Mixing
v_Mixing_g11_c03,5,0,0,0,thin_and_tall,Mixing
v_Mixing_g14_c03,3,2,0,0,thin_and_tall,Mixing
v_Mixing_g14_c04,3,2,0,0,thin_and_tall,Mixing
v_Mixing_g14_c05,4,1,0,0,thin_and_tall,Mixing
v_Mixing_g15_c02,5,0,0,0,thin_and_tall,Mixing
v_Mixing_g15_c03,4,1,0,0,thin_and_tall,Mixing
v_Mixing_g15_c05,4,1,0,0,thin_and_tall,Mixing
v_Mixing_g18_c03,4,1,0,0,thin_and_tall,Mixing
v_Mixing_g18_c04,4,1,0,0,thin_and_tall,Mixing
v_Mixing_g20_c04,4,0,0,1,thin_and_tall,Mixing
v_MoppingFloor_g02_c02,0,1,2,2,wide_and_tall,MoppingFloor
v_MoppingFloor_g02_c03,0,2,0,3,wide_and_short,MoppingFloor
v_MoppingFloor_g02_c04,2,0,2,1,thin_and_tall,MoppingFloor
v_MoppingFloor_g02_c05,0,1,0,4,wide_and_short,MoppingFloor
v_MoppingFloor_g07_c05,4,0,1,0,thin_and_tall,MoppingFloor
v_MoppingFloor_g09_c01,1,1,2,1,wide_and_tall,MoppingFloor
v_MoppingFloor_g09_c04,1,2,2,0,thin_and_short,MoppingFloor
v_MoppingFloor_g15_c03,0,3,0,2,thin_and_short,MoppingFloor
v_MoppingFloor_g17_c01,5,0,0,0,thin_and_tall,MoppingFloor
v_MoppingFloor_g17_c03,2,2,1,0,thin_and_tall,MoppingFloor
v_MoppingFloor_g17_c04,3,2,0,0,thin_and_tall,MoppingFloor
v_MoppingFloor_g18_c03,1,0,1,3,wide_and_short,MoppingFloor
v_MoppingFloor_g18_c04,1,0,0,4,wide_and_short,MoppingFloor
v_MoppingFloor_g18_c05,0,0,3,2,wide_and_tall,MoppingFloor
v_MoppingFloor_g18_c06,0,0,3,2,wide_and_tall,MoppingFloor
v_MoppingFloor_g19_c04,0,0,2,3,wide_and_short,MoppingFloor
v_MoppingFloor_g20_c01,0,2,0,3,wide_and_short,MoppingFloor
v_MoppingFloor_g23_c02,2,0,3,0,wide_and_tall,MoppingFloor
v_MoppingFloor_g23_c04,0,0,4,1,wide_and_tall,MoppingFloor
v_MoppingFloor_g24_c01,0,1,0,4,wide_and_short,MoppingFloor
v_MoppingFloor_g24_c02,0,0,0,5,wide_and_short,MoppingFloor
v_MoppingFloor_g25_c03,0,1,2,2,wide_and_tall,MoppingFloor
v_MoppingFloor_g25_c04,0,0,4,1,wide_and_tall,MoppingFloor
v_Nunchucks_g01_c02,0,0,3,2,wide_and_tall,Nunchucks
v_Nunchucks_g01_c03,0,0,3,2,wide_and_tall,Nunchucks
v_Nunchucks_g02_c01,1,2,1,1,thin_and_short,Nunchucks
v_Nunchucks_g02_c05,1,1,0,3,wide_and_short,Nunchucks
v_Nunchucks_g02_c06,1,0,3,1,wide_and_tall,Nunchucks
v_Nunchucks_g03_c01,0,1,0,4,wide_and_short,Nunchucks
v_Nunchucks_g04_c01,0,1,3,1,wide_and_tall,Nunchucks
v_Nunchucks_g04_c04,0,1,2,2,wide_and_tall,Nunchucks
v_Nunchucks_g04_c06,1,0,2,2,wide_and_tall,Nunchucks
v_Nunchucks_g07_c02,0,1,0,4,wide_and_short,Nunchucks
v_Nunchucks_g07_c04,1,0,0,4,wide_and_short,Nunchucks
v_Nunchucks_g08_c05,2,1,0,2,thin_and_tall,Nunchucks
v_Nunchucks_g12_c01,0,0,3,2,wide_and_tall,Nunchucks
v_Nunchucks_g13_c01,4,0,1,0,thin_and_tall,Nunchucks
v_Nunchucks_g13_c05,0,1,2,2,wide_and_tall,Nunchucks
v_Nunchucks_g13_c07,2,2,0,1,thin_and_tall,Nunchucks
v_Nunchucks_g15_c03,1,2,0,2,thin_and_short,Nunchucks
v_Nunchucks_g15_c06,0,4,0,1,thin_and_short,Nunchucks
v_Nunchucks_g16_c02,0,4,0,1,thin_and_short,Nunchucks
v_Nunchucks_g18_c01,2,3,0,0,thin_and_short,Nunchucks
v_Nunchucks_g18_c04,2,3,0,0,thin_and_short,Nunchucks
v_Nunchucks_g19_c04,0,2,0,3,wide_and_short,Nunchucks
v_Nunchucks_g21_c03,2,1,0,2,thin_and_tall,Nunchucks
v_Nunchucks_g21_c04,2,2,0,1,thin_and_tall,Nunchucks
v_Nunchucks_g21_c05,4,1,0,0,thin_and_tall,Nunchucks
v_Nunchucks_g23_c01,1,0,1,3,wide_and_short,Nunchucks
v_Nunchucks_g23_c02,0,4,0,1,thin_and_short,Nunchucks
v_Nunchucks_g25_c01,2,2,0,1,thin_and_tall,Nunchucks
v_Nunchucks_g25_c04,0,3,0,2,thin_and_short,Nunchucks
v_Nunchucks_g25_c06,2,1,0,2,thin_and_tall,Nunchucks
v_ParallelBars_g02_c03,0,3,0,2,thin_and_short,ParallelBars
v_ParallelBars_g14_c03,0,0,3,2,wide_and_tall,ParallelBars
v_PizzaTossing_g02_c01,0,5,0,0,thin_and_short,PizzaTossing
v_PizzaTossing_g03_c01,1,3,0,1,thin_and_short,PizzaTossing
v_PizzaTossing_g03_c02,3,1,0,1,thin_and_tall,PizzaTossing
v_PizzaTossing_g04_c07,0,3,0,2,thin_and_short,PizzaTossing
v_PizzaTossing_g09_c03,0,0,4,1,wide_and_tall,PizzaTossing
v_PizzaTossing_g09_c04,2,3,0,0,thin_and_short,PizzaTossing
v_PizzaTossing_g12_c04,0,3,0,2,thin_and_short,PizzaTossing
v_PizzaTossing_g14_c01,0,1,2,2,wide_and_tall,PizzaTossing
v_PizzaTossing_g14_c03,0,1,2,2,wide_and_tall,PizzaTossing
v_PizzaTossing_g15_c04,0,0,3,2,wide_and_tall,PizzaTossing
v_PizzaTossing_g17_c02,0,4,0,1,thin_and_short,PizzaTossing
v_PizzaTossing_g23_c01,0,4,0,1,thin_and_short,PizzaTossing
v_PizzaTossing_g23_c03,3,0,1,1,thin_and_tall,PizzaTossing
v_PizzaTossing_g23_c05,1,1,2,1,wide_and_tall,PizzaTossing
v_PlayingCello_g01_c03,1,0,0,4,wide_and_short,PlayingCello
v_PlayingCello_g03_c03,0,0,5,0,wide_and_tall,PlayingCello
v_PlayingCello_g13_c01,0,3,0,2,thin_and_short,PlayingCello
v_PlayingCello_g13_c02,1,3,0,1,thin_and_short,PlayingCello
v_PlayingCello_g13_c04,1,4,0,0,thin_and_short,PlayingCello
v_PlayingCello_g14_c03,1,1,0,3,wide_and_short,PlayingCello
v_PlayingCello_g14_c04,2,0,1,2,thin_and_tall,PlayingCello
v_PlayingCello_g19_c05,0,4,0,1,thin_and_short,PlayingCello
v_PlayingCello_g19_c06,0,3,1,1,thin_and_short,PlayingCello
v_PlayingCello_g19_c07,0,3,0,2,thin_and_short,PlayingCello
v_PlayingCello_g22_c01,0,3,0,2,thin_and_short,PlayingCello
v_PlayingCello_g22_c03,0,4,0,1,thin_and_short,PlayingCello
v_PlayingCello_g22_c05,0,5,0,0,thin_and_short,PlayingCello
v_PlayingCello_g25_c05,0,5,0,0,thin_and_short,PlayingCello
v_PlayingCello_g25_c06,2,3,0,0,thin_and_short,PlayingCello
v_PlayingCello_g25_c07,0,5,0,0,thin_and_short,PlayingCello
v_PlayingDaf_g03_c01,1,0,2,2,wide_and_tall,PlayingDaf
v_PlayingDaf_g03_c04,1,0,4,0,wide_and_tall,PlayingDaf
v_PlayingDaf_g04_c01,1,0,4,0,wide_and_tall,PlayingDaf
v_PlayingDaf_g04_c02,5,0,0,0,thin_and_tall,PlayingDaf
v_PlayingDaf_g04_c05,1,0,2,2,wide_and_tall,PlayingDaf
v_PlayingDaf_g06_c02,0,0,0,5,wide_and_short,PlayingDaf
v_PlayingDaf_g06_c05,0,0,2,3,wide_and_short,PlayingDaf
v_PlayingDaf_g06_c06,0,0,2,3,wide_and_short,PlayingDaf
v_PlayingDaf_g07_c04,0,0,1,4,wide_and_short,PlayingDaf
v_PlayingDaf_g08_c01,0,4,0,1,thin_and_short,PlayingDaf
v_PlayingDaf_g08_c03,0,4,0,1,thin_and_short,PlayingDaf
v_PlayingDaf_g08_c05,0,4,0,1,thin_and_short,PlayingDaf
v_PlayingDaf_g12_c03,2,0,2,1,thin_and_tall,PlayingDaf
v_PlayingDaf_g12_c04,1,0,1,3,wide_and_short,PlayingDaf
v_PlayingDaf_g13_c01,0,0,4,1,wide_and_tall,PlayingDaf
v_PlayingDaf_g14_c03,0,2,2,1,thin_and_short,PlayingDaf
v_PlayingDaf_g14_c06,1,1,1,2,wide_and_short,PlayingDaf
v_PlayingDaf_g15_c02,3,0,2,0,thin_and_tall,PlayingDaf
v_PlayingDaf_g15_c03,4,0,1,0,thin_and_tall,PlayingDaf
v_PlayingDaf_g15_c06,3,0,2,0,thin_and_tall,PlayingDaf
v_PlayingDaf_g16_c01,4,0,1,0,thin_and_tall,PlayingDaf
v_PlayingDaf_g19_c01,3,0,2,0,thin_and_tall,PlayingDaf
v_PlayingDaf_g19_c02,3,0,1,1,thin_and_tall,PlayingDaf
v_PlayingDaf_g21_c01,0,0,3,2,wide_and_tall,PlayingDaf
v_PlayingDaf_g21_c03,0,0,5,0,wide_and_tall,PlayingDaf
v_PlayingDaf_g21_c07,0,1,3,1,wide_and_tall,PlayingDaf
v_PlayingDaf_g22_c04,3,0,2,0,thin_and_tall,PlayingDaf
v_PlayingDaf_g22_c07,3,0,2,0,thin_and_tall,PlayingDaf
v_PlayingDaf_g24_c02,0,0,4,1,wide_and_tall,PlayingDaf
v_PlayingDaf_g24_c03,0,0,4,1,wide_and_tall,PlayingDaf
v_PlayingDhol_g02_c01,3,2,0,0,thin_and_tall,PlayingDhol
v_PlayingDhol_g02_c07,3,2,0,0,thin_and_tall,PlayingDhol
v_PlayingDhol_g07_c03,0,0,4,1,wide_and_tall,PlayingDhol
v_PlayingDhol_g07_c04,0,2,2,1,thin_and_short,PlayingDhol
v_PlayingDhol_g07_c06,0,4,1,0,thin_and_short,PlayingDhol
v_PlayingDhol_g08_c05,0,2,0,3,wide_and_short,PlayingDhol
v_PlayingDhol_g09_c03,1,4,0,0,thin_and_short,PlayingDhol
v_PlayingDhol_g10_c02,0,2,0,3,wide_and_short,PlayingDhol
v_PlayingDhol_g10_c03,1,2,0,2,thin_and_short,PlayingDhol
v_PlayingDhol_g10_c06,0,3,0,2,thin_and_short,PlayingDhol
v_PlayingDhol_g11_c05,0,1,0,4,wide_and_short,PlayingDhol
v_PlayingDhol_g12_c04,0,2,0,3,wide_and_short,PlayingDhol
v_PlayingDhol_g18_c02,0,1,0,4,wide_and_short,PlayingDhol
v_PlayingDhol_g18_c05,0,1,0,4,wide_and_short,PlayingDhol
v_PlayingDhol_g18_c06,0,1,0,4,wide_and_short,PlayingDhol
v_PlayingDhol_g19_c02,0,0,4,1,wide_and_tall,PlayingDhol
v_PlayingDhol_g20_c01,0,2,0,3,wide_and_short,PlayingDhol
v_PlayingDhol_g21_c05,1,4,0,0,thin_and_short,PlayingDhol
v_PlayingDhol_g21_c06,0,4,1,0,thin_and_short,PlayingDhol
v_PlayingDhol_g21_c07,1,2,0,2,thin_and_short,PlayingDhol
v_PlayingDhol_g22_c03,0,3,0,2,thin_and_short,PlayingDhol
v_PlayingDhol_g23_c01,0,3,0,2,thin_and_short,PlayingDhol
v_PlayingFlute_g06_c02,0,0,0,5,wide_and_short,PlayingFlute
v_PlayingFlute_g06_c03,3,0,0,2,thin_and_tall,PlayingFlute
v_PlayingFlute_g06_c06,0,0,1,4,wide_and_short,PlayingFlute
v_PlayingFlute_g08_c04,1,0,2,2,wide_and_tall,PlayingFlute
v_PlayingFlute_g08_c06,2,1,0,2,thin_and_tall,PlayingFlute
v_PlayingFlute_g09_c06,0,2,0,3,wide_and_short,PlayingFlute
v_PlayingFlute_g10_c04,2,2,0,1,thin_and_tall,PlayingFlute
v_PlayingFlute_g10_c05,3,2,0,0,thin_and_tall,PlayingFlute
v_PlayingFlute_g10_c06,3,2,0,0,thin_and_tall,PlayingFlute
v_PlayingFlute_g12_c01,2,0,1,2,thin_and_tall,PlayingFlute
v_PlayingFlute_g14_c03,0,1,0,4,wide_and_short,PlayingFlute
v_PlayingFlute_g15_c01,0,2,0,3,wide_and_short,PlayingFlute
v_PlayingFlute_g16_c01,0,3,2,0,thin_and_short,PlayingFlute
v_PlayingFlute_g18_c02,4,1,0,0,thin_and_tall,PlayingFlute
v_PlayingFlute_g18_c05,2,2,0,1,thin_and_tall,PlayingFlute
v_PlayingFlute_g20_c01,0,0,0,5,wide_and_short,PlayingFlute
v_PlayingFlute_g22_c02,0,1,0,4,wide_and_short,PlayingFlute
v_PlayingFlute_g24_c04,1,4,0,0,thin_and_short,PlayingFlute
v_PlayingFlute_g24_c05,1,4,0,0,thin_and_short,PlayingFlute
v_PlayingGuitar_g02_c01,0,3,0,2,thin_and_short,PlayingGuitar
v_PlayingGuitar_g04_c04,0,1,0,4,wide_and_short,PlayingGuitar
v_PlayingGuitar_g04_c05,0,1,0,4,wide_and_short,PlayingGuitar
v_PlayingGuitar_g04_c06,0,1,0,4,wide_and_short,PlayingGuitar
v_PlayingGuitar_g08_c04,1,1,0,3,wide_and_short,PlayingGuitar
v_PlayingGuitar_g08_c06,2,1,1,1,thin_and_tall,PlayingGuitar
v_PlayingGuitar_g08_c07,2,0,2,1,thin_and_tall,PlayingGuitar
v_PlayingGuitar_g09_c01,0,0,0,5,wide_and_short,PlayingGuitar
v_PlayingGuitar_g10_c02,1,0,0,4,wide_and_short,PlayingGuitar
v_PlayingGuitar_g10_c03,0,1,1,3,wide_and_short,PlayingGuitar
v_PlayingGuitar_g10_c06,0,2,0,3,wide_and_short,PlayingGuitar
v_PlayingPiano_g08_c04,0,0,5,0,wide_and_tall,PlayingPiano
v_PlayingPiano_g11_c02,0,0,4,1,wide_and_tall,PlayingPiano
v_PlayingPiano_g13_c01,0,0,3,2,wide_and_tall,PlayingPiano
v_PlayingPiano_g13_c04,0,0,3,2,wide_and_tall,PlayingPiano
v_PlayingPiano_g14_c01,4,1,0,0,thin_and_tall,PlayingPiano
v_PlayingPiano_g16_c03,0,4,0,1,thin_and_short,PlayingPiano
v_PlayingPiano_g16_c04,0,4,0,1,thin_and_short,PlayingPiano
v_PlayingSitar_g02_c03,0,1,0,4,wide_and_short,PlayingSitar
v_PlayingSitar_g02_c06,0,2,0,3,wide_and_short,PlayingSitar
v_PlayingSitar_g03_c04,2,3,0,0,thin_and_short,PlayingSitar
v_PlayingSitar_g08_c01,0,5,0,0,thin_and_short,PlayingSitar
v_PlayingSitar_g08_c07,0,5,0,0,thin_and_short,PlayingSitar
v_PlayingSitar_g09_c01,0,3,0,2,thin_and_short,PlayingSitar
v_PlayingSitar_g09_c07,0,3,0,2,thin_and_short,PlayingSitar
v_PlayingSitar_g18_c06,3,2,0,0,thin_and_tall,PlayingSitar
v_PlayingSitar_g19_c03,2,3,0,0,thin_and_short,PlayingSitar
v_PlayingSitar_g23_c06,1,0,3,1,wide_and_tall,PlayingSitar
v_PlayingSitar_g24_c02,3,2,0,0,thin_and_tall,PlayingSitar
v_PlayingSitar_g24_c03,3,2,0,0,thin_and_tall,PlayingSitar
v_PlayingSitar_g24_c05,5,0,0,0,thin_and_tall,PlayingSitar
v_PlayingTabla_g08_c04,0,0,3,2,wide_and_tall,PlayingTabla
v_PlayingTabla_g10_c04,0,1,0,4,wide_and_short,PlayingTabla
v_PlayingTabla_g10_c05,0,2,0,3,wide_and_short,PlayingTabla
v_PlayingTabla_g16_c01,0,5,0,0,thin_and_short,PlayingTabla
v_PlayingTabla_g16_c02,0,5,0,0,thin_and_short,PlayingTabla
v_PlayingTabla_g23_c01,0,1,0,4,wide_and_short,PlayingTabla
v_PlayingTabla_g23_c03,0,1,0,4,wide_and_short,PlayingTabla
v_PlayingTabla_g24_c04,2,2,0,1,thin_and_tall,PlayingTabla
v_PlayingViolin_g02_c04,0,0,0,5,wide_and_short,PlayingViolin
v_PlayingViolin_g05_c01,0,0,1,4,wide_and_short,PlayingViolin
v_PlayingViolin_g05_c03,0,1,1,3,wide_and_short,PlayingViolin
v_PlayingViolin_g07_c02,0,3,0,2,thin_and_short,PlayingViolin
v_PlayingViolin_g10_c02,0,2,0,3,wide_and_short,PlayingViolin
v_PlayingViolin_g14_c01,0,5,0,0,thin_and_short,PlayingViolin
v_PlayingViolin_g19_c02,0,0,0,5,wide_and_short,PlayingViolin
v_PlayingViolin_g22_c04,0,2,0,3,wide_and_short,PlayingViolin
v_PlayingViolin_g23_c03,0,0,4,1,wide_and_tall,PlayingViolin
v_PlayingViolin_g24_c01,0,0,4,1,wide_and_tall,PlayingViolin
v_PlayingViolin_g24_c02,0,0,3,2,wide_and_tall,PlayingViolin
v_PlayingViolin_g25_c02,0,0,5,0,wide_and_tall,PlayingViolin
v_PlayingViolin_g25_c03,0,0,5,0,wide_and_tall,PlayingViolin
v_PoleVault_g01_c03,0,1,0,4,wide_and_short,PoleVault
v_PoleVault_g01_c04,0,1,0,4,wide_and_short,PoleVault
v_PoleVault_g03_c03,0,1,0,4,wide_and_short,PoleVault
v_PoleVault_g03_c06,0,1,0,4,wide_and_short,PoleVault
v_PoleVault_g03_c07,0,0,0,5,wide_and_short,PoleVault
v_PoleVault_g04_c01,0,3,1,1,thin_and_short,PoleVault
v_PoleVault_g04_c02,2,2,0,1,thin_and_tall,PoleVault
v_PoleVault_g04_c07,2,3,0,0,thin_and_short,PoleVault
v_PoleVault_g05_c01,0,0,0,5,wide_and_short,PoleVault
v_PoleVault_g05_c02,0,1,0,4,wide_and_short,PoleVault
v_PoleVault_g05_c05,1,0,2,2,wide_and_tall,PoleVault
v_PoleVault_g07_c02,1,1,0,3,wide_and_short,PoleVault
v_PoleVault_g07_c04,1,3,1,0,thin_and_short,PoleVault
v_PoleVault_g08_c01,1,0,3,1,wide_and_tall,PoleVault
v_PoleVault_g08_c02,2,1,2,0,thin_and_tall,PoleVault
v_PoleVault_g11_c01,2,0,1,2,thin_and_tall,PoleVault
v_PoleVault_g11_c05,0,1,3,1,wide_and_tall,PoleVault
v_PoleVault_g13_c02,0,4,1,0,thin_and_short,PoleVault
v_PoleVault_g13_c05,1,2,2,0,thin_and_short,PoleVault
v_PoleVault_g17_c03,1,3,0,1,thin_and_short,PoleVault
v_PoleVault_g19_c07,0,0,3,2,wide_and_tall,PoleVault
v_PoleVault_g22_c03,3,0,0,2,thin_and_tall,PoleVault
v_PoleVault_g22_c04,2,2,0,1,thin_and_tall,PoleVault
v_PoleVault_g23_c02,0,0,2,3,wide_and_short,PoleVault
v_PoleVault_g23_c04,0,0,1,4,wide_and_short,PoleVault
v_PoleVault_g23_c07,0,0,0,5,wide_and_short,PoleVault
v_PoleVault_g24_c01,2,1,0,2,thin_and_tall,PoleVault
v_PoleVault_g24_c02,0,1,4,0,wide_and_tall,PoleVault
v_PoleVault_g24_c04,2,1,0,2,thin_and_tall,PoleVault
v_PommelHorse_g04_c01,0,5,0,0,thin_and_short,PommelHorse
v_PommelHorse_g04_c04,0,3,0,2,thin_and_short,PommelHorse
v_PommelHorse_g17_c02,0,2,0,3,wide_and_short,PommelHorse
v_PommelHorse_g19_c01,0,3,0,2,thin_and_short,PommelHorse
v_PullUps_g01_c01,1,1,2,1,wide_and_tall,PullUps
v_PullUps_g01_c02,2,2,1,0,thin_and_tall,PullUps
v_PullUps_g05_c01,0,0,0,5,wide_and_short,PullUps
v_PullUps_g05_c04,0,1,0,4,wide_and_short,PullUps
v_PullUps_g06_c01,4,1,0,0,thin_and_tall,PullUps
v_PullUps_g06_c03,5,0,0,0,thin_and_tall,PullUps
v_PullUps_g08_c03,0,2,3,0,wide_and_tall,PullUps
v_PullUps_g09_c01,1,1,0,3,wide_and_short,PullUps
v_PullUps_g23_c02,0,1,2,2,wide_and_tall,PullUps
v_Punch_g10_c02,0,1,0,4,wide_and_short,Punch
v_Punch_g10_c05,0,2,0,3,wide_and_short,Punch
v_Punch_g10_c06,0,1,0,4,wide_and_short,Punch
v_PushUps_g01_c05,0,0,0,5,wide_and_short,PushUps
v_PushUps_g02_c03,0,1,0,4,wide_and_short,PushUps
v_PushUps_g05_c01,0,0,2,3,wide_and_short,PushUps
v_PushUps_g05_c02,2,0,0,3,wide_and_short,PushUps
v_PushUps_g06_c03,0,1,0,4,wide_and_short,PushUps
v_PushUps_g06_c04,0,1,0,4,wide_and_short,PushUps
v_PushUps_g08_c01,1,4,0,0,thin_and_short,PushUps
v_PushUps_g13_c03,0,3,0,2,thin_and_short,PushUps
v_PushUps_g14_c01,0,2,0,3,wide_and_short,PushUps
v_PushUps_g15_c02,0,4,0,1,thin_and_short,PushUps
v_PushUps_g16_c01,3,2,0,0,thin_and_tall,PushUps
v_PushUps_g16_c02,4,1,0,0,thin_and_tall,PushUps
v_PushUps_g18_c02,1,1,3,0,wide_and_tall,PushUps
v_PushUps_g19_c04,3,0,0,2,thin_and_tall,PushUps
v_PushUps_g20_c03,0,2,0,3,wide_and_short,PushUps
v_PushUps_g25_c03,0,1,1,3,wide_and_short,PushUps
v_Rafting_g01_c02,0,2,0,3,wide_and_short,Rafting
v_Rafting_g03_c01,0,1,0,4,wide_and_short,Rafting
v_Rafting_g03_c04,2,2,0,1,thin_and_tall,Rafting
v_Rafting_g07_c01,0,1,0,4,wide_and_short,Rafting
v_Rafting_g07_c04,0,2,0,3,wide_and_short,Rafting
v_Rafting_g08_c05,0,1,0,4,wide_and_short,Rafting
v_Rafting_g09_c01,0,0,0,5,wide_and_short,Rafting
v_Rafting_g09_c04,0,2,0,3,wide_and_short,Rafting
v_Rafting_g14_c03,0,4,0,1,thin_and_short,Rafting
v_Rafting_g17_c03,0,1,0,4,wide_and_short,Rafting
v_Rafting_g17_c04,0,1,0,4,wide_and_short,Rafting
v_Rafting_g19_c04,0,3,0,2,thin_and_short,Rafting
v_Rafting_g19_c05,0,5,0,0,thin_and_short,Rafting
v_Rafting_g20_c02,0,1,0,4,wide_and_short,Rafting
v_Rafting_g20_c03,0,2,0,3,wide_and_short,Rafting
v_Rafting_g21_c01,0,1,0,4,wide_and_short,Rafting
v_Rafting_g21_c03,0,2,0,3,wide_and_short,Rafting
